1,175,404,225,490,490,40,0.797,1
2,175,509,499,490,490,40,0.493,1
3,175,504,498,310,310,40,0.848,1
4,175,311,325,310,490,40,0.618,1
5,175,309,481,220,220,40,0.703,1
6,175,223,230,400,310,40,0.663,1
7,175,386,304,400,310,40,0.520,1
8,175,412,323,220,400,40,0.598,1
9,175,200,437,400,400,40,0.600,1
10,175,390,425,220,220,40,0.598,1
11,175,238,210,220,220,40,0.584,1
12,175,230,222,400,310,40,0.620,1
13,175,411,312,490,400,40,0.613,1
14,175,510,414,400,490,40,0.601,1
15,175,394,503,400,220,40,0.635,1
16,175,388,200,400,490,40,0.699,1
17,175,390,474,220,310,40,0.584,1
18,175,216,308,310,490,40,0.834,1
19,175,299,484,490,490,40,0.715,1
20,175,491,491,400,310,40,1.002,1
21,175,385,320,220,220,40,0.431,0
22,175,385,320,220,220,40,0.849,1
23,175,200,236,490,310,40,0.885,1
24,175,504,325,490,220,40,0.600,1
25,175,481,236,400,490,40,0.665,1
26,175,370,495,490,220,40,0.804,1
27,175,502,213,400,490,40,0.832,1
28,175,398,511,400,400,40,0.599,1
29,175,408,409,490,400,40,0.565,1
30,175,476,408,310,220,40,0.671,1
31,175,291,200,400,400,40,0.597,1
32,175,395,426,220,400,40,0.583,1
33,175,231,410,310,400,40,0.518,1
34,175,308,411,310,310,40,0.567,1
35,175,308,332,400,490,40,0.750,1
36,175,397,482,310,490,40,0.633,1
37,175,329,490,400,400,40,0.618,1
38,175,387,427,220,220,40,0.698,1
39,175,218,240,220,490,40,0.733,1
40,175,217,520,490,490,40,0.651,1
41,175,507,513,490,400,40,0.566,1
42,175,470,396,220,220,40,0.683,1
43,175,213,230,310,490,40,0.701,1
44,175,302,497,220,400,40,0.585,1
45,175,232,407,310,220,40,0.666,1
46,175,303,223,310,400,40,0.614,1
47,175,306,424,310,310,40,0.553,1
48,175,316,331,220,400,40,0.567,1
49,175,228,397,220,310,40,0.597,1
50,175,216,317,310,490,40,0.653,1
51,175,323,504,220,490,40,0.832,1
52,175,213,481,310,490,40,0.582,1
53,175,310,487,310,400,40,0.466,1
54,175,315,370,310,310,40,0.501,1
55,175,291,319,220,490,40,0.600,1
56,175,217,501,490,400,40,0.702,1
57,175,493,409,490,220,40,0.585,1
58,175,486,239,400,400,40,0.546,1
59,175,399,386,490,310,40,0.636,1
60,175,495,322,490,400,40,0.584,1
61,175,469,416,220,310,40,0.630,1
62,175,232,321,490,220,40,0.700,1
63,175,493,228,490,400,40,0.650,1
64,175,482,399,220,490,40,0.883,1
65,175,216,496,310,490,40,0.587,1
66,175,286,488,310,310,40,0.681,1
67,175,317,332,220,220,40,0.700,1
68,175,226,246,220,400,40,0.569,1
69,175,214,412,310,400,40,0.514,1
70,175,286,432,310,220,40,0.819,1
71,175,308,218,220,400,40,0.682,1
72,175,204,393,400,400,40,0.652,1
73,175,389,392,310,400,40,0.531,1
74,175,304,407,310,220,40,0.966,1
75,175,313,244,490,310,40,0.848,1
76,175,472,307,400,490,40,0.819,1
77,175,392,500,400,490,40,0.749,1
78,175,388,482,310,400,40,0.619,1
79,175,311,401,220,310,40,0.630,1
80,175,216,320,400,220,40,0.786,1
81,175,406,238,400,490,40,0.781,1
82,175,367,516,310,310,40,0.669,1
83,175,310,316,400,400,40,0.585,1
84,175,398,390,310,490,40,0.581,1
85,175,309,464,220,400,40,0.565,1
86,175,225,380,220,310,40,0.601,1
87,175,229,318,310,400,40,0.619,0
88,175,361,399,490,490,40,0.817,1
89,175,509,485,400,400,40,0.566,1
90,175,396,406,310,310,40,0.565,1
91,175,318,326,310,400,40,0.501,1
92,175,310,404,220,400,40,0.550,1
93,175,220,402,490,220,40,0.915,1
94,175,497,230,400,310,40,0.567,1
95,175,399,304,400,310,40,0.432,1
96,175,398,305,310,310,40,0.552,1
97,175,296,313,490,400,40,0.633,1
98,175,474,398,220,400,40,0.632,1
99,175,200,416,310,310,40,0.617,1
100,175,311,304,400,400,40,1.020,1
101,175,394,414,220,220,40,0.714,1
102,175,209,230,400,220,40,0.685,1
103,175,400,235,490,400,40,0.667,1
104,175,478,432,310,220,40,0.699,1
105,175,298,226,490,310,40,0.718,1
106,175,487,315,310,310,40,0.697,1
107,175,343,319,310,220,40,0.718,1
108,175,321,242,310,310,40,0.501,1
109,175,316,319,310,310,40,0.449,1
110,175,315,319,310,400,40,0.601,1
111,175,311,400,220,490,40,0.582,1
112,175,217,475,310,490,40,0.567,1
113,175,328,493,490,220,40,0.852,1
114,175,474,238,310,490,40,0.781,1
115,175,313,487,220,400,40,0.616,1
116,175,217,408,220,490,40,0.601,1
117,175,216,468,400,220,40,0.721,1
118,175,409,200,220,310,40,0.680,1
119,175,231,313,220,490,40,0.733,1
120,175,213,488,220,400,40,0.601,1
121,175,223,400,220,310,40,0.632,1
122,175,220,332,310,400,40,0.635,1
123,175,308,398,310,310,40,0.681,1
124,175,309,333,310,490,40,0.700,1
125,175,302,489,490,490,40,0.651,1
126,175,450,485,310,220,40,0.801,1
127,175,299,224,310,400,40,0.650,1
128,175,295,402,400,220,40,0.983,1
129,175,396,213,400,490,40,0.699,1
130,175,386,483,310,220,40,0.650,1
131,175,293,200,310,400,40,0.750,0
132,175,298,446,310,310,40,0.633,1
133,175,317,330,490,220,40,0.767,1
134,175,477,231,310,220,40,0.652,1
135,175,302,211,400,220,40,0.748,1
136,175,412,244,310,490,40,0.685,1
137,175,302,490,220,220,40,0.815,1
138,175,221,241,490,400,40,0.834,1
139,175,483,391,490,310,40,0.650,1
140,175,479,322,400,220,40,0.766,1
141,175,408,238,400,220,40,0.685,1
142,175,404,233,220,310,40,0.650,1
143,175,215,317,310,220,40,0.733,1
144,175,304,237,310,310,40,0.518,1
145,175,310,304,490,400,40,0.784,1
146,175,479,408,310,310,40,0.650,1
147,175,323,313,400,490,40,0.668,1
148,175,392,515,490,310,40,0.665,1
149,175,502,313,220,310,40,0.697,1
150,175,200,318,400,400,40,0.701,1
151,175,415,420,400,220,40,0.666,1
152,175,400,216,490,310,40,0.635,1
153,175,473,296,310,310,40,0.548,1
154,175,291,308,400,310,40,0.569,1
155,175,404,309,220,490,40,0.665,1
156,175,221,463,220,310,40,0.735,1
157,175,200,314,490,310,40,0.815,1
158,175,467,331,490,400,40,0.899,1
159,175,509,406,310,490,40,0.651,1
160,175,269,508,490,490,40,0.617,1
161,175,510,495,490,490,40,0.583,1
162,175,485,469,490,220,40,0.668,1
163,175,481,228,220,310,40,0.749,1
164,175,200,306,220,310,40,0.433,0
165,175,268,339,310,310,40,0.671,1
166,175,350,313,220,490,40,0.695,1
167,175,220,501,490,220,40,0.736,1
168,175,492,218,400,400,40,0.718,1
169,175,401,387,400,220,40,0.663,1
170,175,391,223,220,400,40,0.737,1
171,175,200,437,400,490,40,0.766,1
172,175,410,496,220,400,40,0.647,1
173,175,234,405,490,400,40,0.687,1
174,175,510,389,400,310,40,0.598,1
175,175,404,323,220,490,40,0.799,1
176,175,232,491,490,400,40,0.870,1
177,175,495,401,400,220,40,0.730,1
178,175,413,243,490,490,40,0.783,1
179,175,507,514,220,490,40,0.837,1
180,175,200,483,400,220,40,0.765,1
181,175,411,220,490,490,40,0.884,1
182,175,502,500,220,310,40,0.901,1
183,175,200,318,220,490,40,0.851,1
184,175,203,493,490,310,40,0.896,1
185,175,482,313,490,310,40,0.468,1
186,175,448,316,400,220,40,0.650,1
187,175,427,230,220,310,40,0.701,1
188,175,211,308,400,490,40,0.864,1
189,175,421,488,400,490,40,0.969,1
190,175,401,480,220,490,40,0.716,1
191,175,238,486,220,400,40,0.700,1
192,175,226,414,490,220,40,0.733,1
193,175,510,205,400,490,40,0.718,1
194,175,419,496,220,310,40,0.733,1
195,175,233,353,400,310,40,0.682,1
196,175,438,344,220,310,40,0.735,1
197,175,237,310,310,490,40,0.699,1
198,175,308,511,400,490,40,0.617,1
199,175,402,497,400,310,40,0.668,1
200,175,396,305,310,400,40,0.634,1
201,175,272,412,490,310,40,0.715,1
202,175,510,309,490,220,40,0.618,1
203,175,501,227,400,490,40,1.098,1
204,175,404,520,310,220,40,0.933,1
205,175,309,229,400,400,40,0.753,1
206,175,393,409,400,490,40,0.565,1
207,175,404,504,490,220,40,0.699,1
208,175,481,230,490,310,40,0.634,1
209,175,479,297,220,310,40,0.665,1
210,175,218,304,400,400,40,0.767,1
211,175,385,380,400,310,40,0.517,1
212,175,381,289,310,490,40,0.699,1
213,175,296,512,400,310,40,0.799,1
214,175,397,309,490,490,40,0.734,1
215,175,491,476,400,310,40,0.636,1
216,175,384,298,490,490,40,0.614,1
217,175,488,513,400,400,40,0.634,1
218,175,419,407,490,490,40,0.685,1
219,175,472,469,310,400,40,0.715,1
220,175,330,420,310,220,40,0.736,1
221,175,299,215,220,220,40,0.747,1
222,175,224,245,490,400,40,0.650,1
223,175,485,403,220,400,40,0.799,1
224,175,236,391,310,220,40,0.802,1
225,175,303,236,220,400,40,0.583,1
226,175,221,420,220,400,40,0.651,1
227,175,234,419,400,310,40,0.700,1
228,175,389,330,490,310,40,0.981,1
229,175,476,315,310,220,40,0.733,1
230,175,326,232,490,220,40,0.667,1
231,175,489,241,220,490,40,0.800,1
232,175,223,501,400,220,40,0.866,1
233,175,395,238,490,490,40,0.951,1
234,175,463,500,490,220,40,0.700,1
235,175,492,231,490,220,40,0.466,1
236,175,491,232,220,310,40,1.035,1
237,175,200,330,490,220,40,0.684,1
238,175,498,252,490,400,40,0.733,1
239,175,495,391,490,220,40,0.666,1
240,175,483,220,400,400,40,0.633,1
241,175,377,424,310,400,40,0.615,1
242,175,317,408,490,490,40,0.718,1
243,175,474,491,400,310,40,0.552,1
244,175,414,291,490,220,40,0.717,1
245,175,484,227,220,310,40,0.764,1
246,175,233,296,490,220,40,0.665,1
247,175,505,230,220,490,40,0.719,1
248,175,208,507,400,400,40,0.934,1
249,175,395,402,220,220,40,0.867,1
250,175,228,245,310,310,40,0.616,1
251,175,315,336,310,220,40,0.850,1
252,175,317,216,220,220,40,0.632,1
253,175,200,229,310,220,40,0.552,1
254,175,348,225,490,400,40,0.664,1
255,175,510,393,310,220,40,0.633,1
256,175,295,227,400,220,40,0.568,1
257,175,400,232,400,310,40,0.547,1
258,175,386,326,490,400,40,0.553,1
259,175,489,395,490,310,40,0.583,1
260,175,495,309,400,310,40,0.666,1
261,175,437,310,220,220,40,0.633,1
262,175,217,210,490,490,40,0.968,1
263,175,497,520,220,400,40,0.598,1
264,175,200,366,490,310,40,0.768,1
265,175,465,321,400,490,40,0.751,1
266,175,405,509,400,220,40,0.766,1
267,175,398,213,310,220,40,0.584,1
268,175,323,226,310,490,40,0.768,1
269,175,285,520,220,400,40,0.597,1
270,175,226,416,400,400,40,0.568,1
271,175,400,418,310,220,40,0.682,1
272,175,313,232,490,400,40,0.736,1
273,175,495,428,220,490,40,0.699,1
274,175,236,499,400,310,40,0.767,1
275,175,386,326,310,220,40,0.682,1
276,175,319,213,310,400,40,0.633,1
277,175,299,398,490,490,40,0.650,1
278,175,483,488,490,400,40,0.602,1
279,175,479,409,400,310,40,0.615,1
280,175,397,302,220,490,40,0.732,1
281,175,231,493,310,490,40,0.569,1
282,175,313,478,310,490,40,0.796,1
283,175,315,492,310,490,40,0.385,1
284,175,315,492,400,310,40,0.717,1
285,175,392,351,490,310,40,0.935,1
286,175,482,331,400,220,40,0.782,1
287,175,411,225,310,400,40,0.583,1
288,175,307,394,220,220,40,0.832,1
289,175,212,206,490,310,40,0.784,1
290,175,491,292,220,310,40,0.832,1
291,175,231,323,310,400,40,0.783,1
292,175,316,410,490,400,40,0.587,1
293,175,510,388,490,310,40,0.547,1
294,175,492,321,490,490,40,0.683,1
295,175,486,478,220,490,40,0.717,1
296,175,224,490,400,400,40,0.602,1
297,175,376,397,490,310,40,0.665,1
298,175,481,336,400,220,40,0.719,1
299,175,409,220,220,220,40,0.714,1
300,175,239,222,400,400,40,0.668,1
301,175,398,410,490,310,40,0.715,1
302,175,482,343,310,400,40,0.586,1
303,175,322,399,310,400,40,0.665,1
304,175,296,373,220,220,40,0.984,1
305,175,217,236,220,490,40,0.649,1
306,175,230,495,490,490,40,0.649,1
307,175,510,497,490,220,40,0.836,1
308,175,510,201,220,220,40,0.683,1
309,175,200,224,400,490,40,0.831,1
310,175,402,480,490,490,40,0.550,1
311,175,510,463,220,220,40,1.016,1
312,175,221,213,400,490,40,0.720,1
313,175,407,482,400,400,40,0.530,1
314,175,402,406,400,220,40,0.686,1
